objectid,year,district,dc_number,date_,primary_st,secondary_,age,sex,crash_type,hit_____ru,veh1,veh2,arrest_yes,investigat,dc_key,point_x,point_y,time_of_day__24hrs_,lat,lng
48416,2022,26,049306,2022-12-31 05:00:00+00,Lehigh Avenue,1800 East,50,M,Vehicle #1 East on Lehigh Avenue struck pedestrian in the crosswalk. Male pronounced dead at the hospital.,Yes,Auto ,Pedestrian,No,Under Investigation,202226049306,-75.12526090,39.98945111,,39.989451113323426,-75.12526090331268
48417,2022,15,091534,2022-12-21 05:00:00+00,Overington Street,Penn Street,73,F,"Unit #1 was westbound on Overington St., which is one-way eastbound, when it struck Unit #2 who was traveling east on Overington St. Unit #2 then struck  parked Unit #3. Unit #1 fled scene. PFD Medic 29 transported passenger of Unit #2 to AEMC where she was pronounced dead on 1/5/2023. ",Yes,Auto,Auto,Pending,Active Investigation,202215091534,-75.08636847,40.01661750,,40.016617502896295,-75.08636846852463
48418,2022,35,078747,2022-12-30 05:00:00+00,5th St.,4900 Block,28,F,Unit #1 was fleeing the scene of a minor crash when it struck 4 additional vehicles. Four people were transported to the hospital with minor injuries. The operator of Unit #1 suffered critical injuries and was prounced dead at 05:23hrs. on 2/10/2023 in AEMC.,No,Auto,Auto,No,The deceased was the operator of the striking vehicle and the cause of the crash.,202235078747,-75.13317340,40.02593642,,40.02593641713302,-75.1331733988816
48419,2023,12,000052,2023-01-01 05:00:00+00,Passyunk Ave.,6100 Block,22,F,Unit #1 was traveling west on the 6100 block of Passyunk Ave when it struck a parked trailer killing the front passenger. Pronounced on scene by PFD Medic 27. Operator and rear passenger suffered minor injuries. ,No,Auto ,Parked,Yes,Driver Arrested Homicide by Vehicle and related Charges,202312000052,-75.20875812,39.91828338,04:26:00,39.91828338365826,-75.20875812387455
48420,2023,05,000155,2023-01-04 05:00:00+00,Henry Ave.,5800 Block,61,F,"Unit #1 was southbound on the 5800 block of Henry Ave. Unit #2 attempted to cross Henry Ave mid-block, westbound, when she was struck by Unit #1. PFD Medic 16 transported Unit #2 to Temple Hospital were she was pronounced dead at 23:52hrs.",No,Auto,Pedestrian,No,Active Investigation.,202305000155,-75.20566280,40.02870436,20:43:00,40.02870436314689,-75.20566280118118
48421,2023,03,001943,2023-01-13 05:00:00+00,Tasker Street,"Columbus Blvd,",66,F,"Unit #1 was eastbound on Tasker St. turning left to northbound Columbus Blvd. when it struck Unit #2, who was westbound on Tasker St. crossing Columbus Blvd. on her bicycle. The bicyclist was taken to Jefferson Hospital in critical condition and died the next day. ",No,Auto,Bicyclist,No,Active Investigation,202303001943,-75.14533118,39.92841961,17:25:00,39.92841960663158,-75.14533117983464
48422,2023,25,002839,2023-01-14 05:00:00+00,Lehigh Ave ,5th St.,33,M,Unit #1 was eastbound on Lehigh Ave when it struck Unit #2 in the intersection at 5th St. Unit #2 was northbound on 5th St crossing Lehigh Ave. The operator of Unit #2 was pronounced dead at the scene by PFD Medic 31.,Yes,Auto,Auto,Pending,Active Investigation,202325002839,-75.13984799,39.99240652,21:50:00,39.99240652229132,-75.13984798881295
48423,2023,25,003016,2023-01-16 05:00:00+00,Broad Street,3400 Block,19,M,Unit #1 was northbound on Broad St when the operator lost control and struck a pole at 3401 N. Broad St. The operator was ejected from the vehicle. The operator was prounced dead on the scene by PFD Medic 22 at 00:16hrs.,No,Auto,Fixed Object,No,No Charges,202325003016,-75.15074647,40.00524558,00:15:00,40.0052455779455,-75.15074647350612
48424,2023,03,003311,2023-01-22 05:00:00+00,Oregon Ave.,600 Block,43,F,Unit #2 was walking across Oregon Ave. from the south side to the north side when she was struck by a Unit #1 traveling eastbound on Oregon Ave. Unit #1 fled the scene. PFD Medic 45 pronounced Unit #2 dead on scene at 17:43hrs.,Yes,Auto,Pedestrian,Pending,Active Investigation,202303003311,-75.15847394,39.91510090,17:30:00,39.91510089563206,-75.15847394109105
48425,2023,26,003100,2023-01-22 05:00:00+00,Howard St.,Berks St.,31,M,Unit #1 was eastbound on Berks St turning north on Howard St when it struck Unit #2. Unit #2 was westbound on Berks St crossing Howard St on his bicycle when struck by Unit #1. Unit #1 fled the scene. Medic 15B pronounced Unit #2 dead on scene at 20:45hrs,Yes,Auto,Bicyclist,Pending,Active Investigation,202326003100,-75.13435012,39.97888224,20:35:00,39.978882238169746,-75.13435011674716
48426,2023,35,006219,2023-01-27 05:00:00+00,Westford Rd.,Ashdale St.,41,M,Unit #2 was southbound on Westford Rd and disregarded the stop sign at Ashdale St. Unit #2 fell from his bike and was struck by Unit #1. There were no traffic control devices for Unit #1 eastbound on Ashdale St. Unit #1 fled the scene. Unit #2 was pronounced dead on scene.,Yes,Auto ,Bicyclist,Pending,Active Investigation,202335006219,-75.11557521,40.02901462,20:38:00,40.02901462429888,-75.11557520642951
48427,2023,39,005358,2023-01-31 05:00:00+00,Hunting Park Ave.,1700 Block W.,39,M,Unit #1 was westbound on the 1700 block of Hunting Park Ave when it struck Unit #2 who was crossing Hunting Park from south to north. Unit #1 fled the scene. PFD Medic 39 pronounced Unit #2 dead on scene at 18:55hrs. Unit #1 was arrested at 39 District HQ.,Yes,Auto,Pedestrian,Yes,"Homicide by Vehicle, Accidents Involving Death, REAP",202339005358,-75.15523122,40.01526874,18:44:00,40.01526874288579,-75.15523121946136
48428,2023,12,007154,2023-02-03 05:00:00+00,Grays Ave.,5600 Block,62,F,Unit #1 was traveling east on the 5600  block of Grays Ave. when it struck the steel support beam of a railroad bridge. PFD Medic 19 transported to the operator to Penn Presbyterian Hospital where she was pronounced dead by Dr. Raza.,No,Auto,Fixed Object,No,Active Investigation,202312007154,-75.21912252,39.93224440,18:53:00,39.93224439994043,-75.21912251746437
48429,2023,24,008265,2023-02-04 05:00:00+00,Lehigh Ave.,Kensington Ave.,31,M,Unit #2 was crossing Lehigh Ave from north to south against a red traffic signal when he was struck by Unit #1 who was westbound on Lehigh Ave facing a yellow traffic signal. Unit #2 was prounced dead at Temple Hospital. Unit #1 fled the scene.,Yes,Auto,Pedestrian,No,Active Investigation,202324008265,-75.12549354,39.98984598,19:45:00,39.98984598033571,-75.1254935394727
48430,2023,15,009644,2023-02-09 05:00:00+00,Frankford Ave.,4200 Block,68,M,Units #1 & 2 were northbound on Frankford Ave. Unit #1 side swiped Unit #2 and continued north striking a support beam of the L-train. The operator of Unit #1 was prounced dead at Temple Hospital. The operator of Unit #2 was treated by Medic 2.,No,Auto,Auto,No,Active Investigation,202315009644,-75.08990167,40.00911757,19:28:00,40.00911757034417,-75.08990166846336
48431,2023,12,009233,2023-02-13 05:00:00+00,Buist Ave.,S. 65th St.,32,M,Unit #1 was eastbound on Buist Ave when it struck Unit #2 who was in the east crosswalk of the intersection of S. 65th St and Buist Ave. Unit #1 fled the scene. Unit #2 was pronounced dead on scene by PFD Engine 40.,Yes,Auto,Pedestrian,No,Active Investigation,202312009233,-75.22865531,39.92114941,01:25:00,39.92114941379778,-75.22865531245327
48432,2023,02,007107,2023-02-16 05:00:00+00,Cottman Ave.,1300 Block,61,M,"Unit #1 was eastbound on the 1300 block of Cottman Ave in the left lane when it struck Unit #2. Unit #2 was northbound, crossing Cottman Ave mid-block. PFD Medic 32 transported Unit #2 to Jefferson Torresdale Hospital where he was pronounced dead at 20:20hrs.",No,Auto,Pedestrian,No,Active Investigation,202302007107,-75.07887869,40.05819139,17:56:00,40.05819139090983,-75.07887869153679
48433,2023,25,009629,2023-02-17 05:00:00+00,Lehigh Ave.,1300 Block,55,M,Unit #1 was westbound on the 1300 block of Lehigh Ave when it struck Unit #2. Unit #2 was eastbound in the bike lane on the north side of Lehigh Ave when struck by Unit #1. Unit #1 fled the scene. Unit #2 was pronounced dead at Temple hospital at 19:26hrs,Yes,Auto,Bicyclist,No,Active Investigation,202325009629,-75.15245468,39.99390591,05:54:00,39.99390590940259,-75.15245468235152
48434,2023,15,012165,2023-02-20 05:00:00+00,Levick St.,2700 Block,21,M,Units #1 & 2 were northbound on Roosevelt Blvd at a high rate of speed. Both units turned east on Levick St. which is a one-way westbound street at that location. Units #1 & 2 lost control. Unit #1 struck a light pole. Unit #2 struck Unit #1. Rear passenger of Unit #1 died. ,No,Auto,Auto,No,Active Investigation ,202315012165,-75.06648798,40.03334733,01:36:00,40.03334733100055,-75.06648797761473
48435,2023,03,007761,2023-02-25 05:00:00+00,Oregon Ave.,Unit Block E.,66,M,The pedestrian was discovered down on the highway at 15 E. Oregon Ave. unresponsive. PFD Medic 43 pronounced the pedestrian dead on scene at 05:10hrs. The pedestrian's injuries indicate that he was struck by a vehicle that fled the scene.,Yes,Auto ,Pedestrian,No,Active Investigation,202303007761,-75.14379891,39.91401392,05:04:00,39.914013918081,-75.14379890670126
48436,2023,07,005112,2023-03-05 05:00:00+00,1700 Grant Ave.,,75,M,Unit #2 was crossing the 1700 block of Grant Ave mid-block when he was struck by Unit #1 in the eastbound left turn only lane. Unit #1 was eastbound in the left turn only lane. PPD Medic 6 transported Unit #2 to Jefferson Torresdale Hospital where he was pronounced dead by Dr. Schweiki at 19:25 hrs.,No,Auto,Pedestrian,No,Active investigation,202307005112,-75.03879542,40.08569050,19:00:00,40.08569049861034,-75.03879542027146
48437,2023,19,012163,2023-03-05 05:00:00+00,Belmont Ave.,2000 Block,32,F,Unit #1 was northbound on the 2000 block of Belmont Ave. at a high rate of speed when she lost control and struck a utility pole. PFD Medic 16 transported to Lankenau Medical Center where she was pronounced dead on 3/6/2023 at 01:08hrs.,No,Auto,Fixed Object,No,The deceased was the operator of the striking vehicle and the cause of the crash.,202319012163,-75.21766858,39.99300305,22:02:00,39.9930030528856,-75.21766857674466
48438,2023,18,013688,2023-03-08 05:00:00+00,University Avenue,Civic Center Boulevard,69,M,"Unit #1, a silver SUV, struck Unit #2. The operator of Unit #1 exited his vehilce to look at Unit #2, then got back in his vehicle and fled the scene toward I-76. Unit #2 was transported to Presbyterian Hospital where he was pronounced dead.",Yes,Auto,Pedestrian,No,Active Investigation,202318013688,-75.19846755,39.94608788,19:57:00,39.946087877692214,-75.19846754756084
48439,2023,08,2023,2023-03-09 05:00:00+00,Knights Rd.,12800 Block,24,M,"Unit #1 was southbound on the 12800 block of Knights Rd. when he lost control entering the northbound lanes strikinig Unit #2, who was northbound on Knights Rd. Operators were transported to Jefferson Torresdale Hospital where the operator of Unit #1 was pronounced dead.",No,Auto,Auto,No,The deceased was the operator of the striking vehicle and the cause of the crash.,2023082023,,,22:34:00,,
48440,2023,39,012601,2023-03-11 05:00:00+00,3133 N. Broad Street,,31,M,"Unit #1 was southbound on Broad St. at a high rate of speed when he lost control striking Unit #2 (Parked). Unit #1 then struck a utility pole, rolled over and struck a tree. The operator of Unit #1 was ejected from vehicle and pronounced dead on the scene by PFD Medic 22.",No,Auto,Auto,No,The deceased was the operator of the striking vehicle and the cause of the crash.,202339012601,-75.15355693,40.00014365,03:10:00,40.00014364820425,-75.15355692686684
48441,2023,19,014086,2023-03-14 04:00:00+00,Lancaster Ave.,49th Street,58,F,Unit #1 was westbound on the 4900 block of Lancaster Ave in the parking lane at a high rate of speed when it struck Unit #2 knocking Unit #2 into the eastbound lane where she was struck by Unit #3. Unit #1 fled the scene. Unit #2 was pronounced dead at the scene.,Yes,Auto,Pedestrian,No,Active Investigation,202319014086,-75.21993311,39.97374173,20:25:00,39.97374172710178,-75.21993310652506
48442,2023,35,017583,2023-03-20 04:00:00+00,1350 W. Olney Ave.,,73,M,"Unit #1 was eastbound on the 1300 block of Olney Ave when it struck Unit #2, who was crossing Olney Ave mid-block, northbound. Crash was witnessed by P/O Al Mamun #1106. Unit #2 was transported to AEMC in stable condition. He was pronouced dead on 4/13/23 at 01:11 hrs.",No,Auto,Pedestrian,No,Active Investigation,202335017583,-75.14298970,40.03846839,11:59:00,40.03846838734743,-75.1429897015074
48443,2023,25,016759,2023-03-21 04:00:00+00,Roosevelt Blvd,C Street,20,M,"Unit #2 was travelling Northbound on Roosevelt Blvd in the outer drive and disregarded a red signal while crossing C street. Unit #1 was travelling westbound on C Street and struck Unit #2. After primary collision, Unit #2 struck two parked (unattended) vehicles, then struck a concrete wall. The driver of Unit #2 was transported to  Einstein Hospital and pronounced dead on 3/2/23.",No,Auto,Auto,No,The deceased was the operator of the vehicle which caused the crash.,202325016759,-75.11696396,40.02601553,22:21:00,40.026015532383894,-75.11696396193604
48444,2023,12,018750,2023-03-26 04:00:00+00,Cobbs Creek Parkway,Greenway Street,41,M,"Unit #1 was travelling Southbound on Cobbs Creek Parkway and crossed into the Northbound travel lane, striking Unit #2. Unit #2 rolled onto it's side. The operator of Uniot #2 was pronounced dead on scene.",No,Auto,Auto,Pending,Active Investigation,202312018750,-75.24688721,39.91871947,00:59:00,39.91871947114126,-75.24688720497902
48445,2023,12,019204,2023-03-28 04:00:00+00,Island Avenue,Woodland Avenue,27,M,"Unit #1 was travelling Southbound on Cobbs Creek Parkway crossing Woodland Avenue. Unit #2 (pedestrian) was crossing the intersection from east to west against a red signal when he was struck by Unit #1. After impact, the pedestrian landed adjacent to the Northbound curb on Island Avenue. Approximately 50 seconds later the pedestrian was struck by a Northbound vehicle that did not stop. The pedestrian was pronounced dead on scene.",Yes,Auto,Pedestrian,Pending,Active Investigation,202312019204,-75.24631047,39.91718536,02:08:00,39.91718536043349,-75.24631047250315
48446,2023,03,012433,2023-04-01 04:00:00+00,Lombard Street,Broad Street,31,F,"Unit #1 was stopped on W/B Lombard Street at Broad Street for a red signal. Unit #2 (pedestrian) was crossing Lombard Street walking southbound when Unit #2 drove through the intersection, turning left onto S/B Broad  striking the pedestrian. The pedestrian was transported to Jefferson Hospital and pronounced dead on April 2, 2023.",No,Auto,Pedestrian,Pending,Active Investigation,202303012433,-75.16534317,39.94467367,23:07:00,39.944673666913346,-75.16534317286298
48447,2023,35,020527,2023-04-02 04:00:00+00,Roosevelt Boulevard,Tacony Creek Park,36,M,An unidentified latino male was found lying in the southbound inner drive of the Roosevelt Boulevard on the Tacony Creek Park overpass. The male was pronounced dead on-scene by PFD Medics.,Yes,Auto,Pedestrian,Pending,Active Investigation,202335020527,-75.11573494,40.02646806,02:17:00,40.02646805615656,-75.11573494455357
48448,2023,12,020722,2023-04-04 04:00:00+00,4701 Fort Mifflin Road,,16,M,"Unit #1 was driven northbound on Fort Mifflin Road, failed to negotiate the left hand curve and crossed into the southbound lanes, striking Unit #2 head-on. The rear passenger was transported to Presbyterian Hospital and pronounced dead on April 5, 2023.",No,Auto,Auto,Pending,Active Investigation,202312020722,-75.21044278,39.89361405,21:42:00,39.893614053456396,-75.21044278252518
48449,2023,15,024391,2023-04-04 04:00:00+00,Robbins Street,Torresdale Ave.,67,F,"Unit #1 SEPTA bus was southbound on Torresdale Avenue, turning left onto Robbins Avenue while Uniot #2 pedestrian was crossing Robbins Avenue walking northbound. The bus struck the pedestrian in the crosswalk. The pedestrian was pronounced dead on 4/6/23.",No,Auto,Pedestrian,Pending,Active Investigation,202315024391,-75.05351585,40.02025980,17:16:00,40.02025979983899,-75.05351585322188
48450,2023,02,015395,2023-04-09 04:00:00+00,Bustleton Ave.,Roosevelt Boulevard,48,M,Unit #1 was southbound on Bustleton Avenue crossing Roosevelt Boulevard when he struck a light pole in the median between the  inner and outer southbound Roosevelt Boulevard drives. The driver was transported to Jefferson Torresdale hospital where he was pronounced dead. No other occupants in the vehicle.,No,Auto,Fixed object,No,The deceased was the operator of the vehicle which caused the crash.,202302015395,-75.07122844,40.03458003,03:15:00,40.03458002495862,-75.07122843644211
48451,2023,19,019686,2023-04-10 04:00:00+00,5941 Market St.,,32,M,Unit #2 was westbound on Market St. Unit #1 was standing on a concrete island separating the east and west lanes. Unit #1 stepped into the roadway striking the left side (8 o'clock position) of Unit #2 as it passed. Unit #1 was pronounced dead on 4/12/23 at Presbyterian Hospital.,No,Pedestrian,Auto,No,The deceased was the cause of the crash.,202319019686,-75.24039925,39.96217395,01:54:00,39.962173951380095,-75.24039925494134
48452,2023,02,016921,2023-04-17 04:00:00+00,Adams Ave.,Howland St.,40,M,"Unit #2 entered Adams Ave from behind a parked utility truck atttempting to cross southbound. Unit #1 was westbound on Adams Ave and struck Unit #2. Unit #2 was thrown into the air and struck Unit #3, who was eastbound on Adams Ave. Unit #2 was pronounced dead at AEMC.",No,Auto,Pedestrian,No ,Active Investigation,202302016921,-75.10643361,40.03267039,22:08:00,40.03267038909291,-75.10643360724376
48453,2023,35,025408,2023-04-23 04:00:00+00,5649 N. Mascher St.,,47,M,"Unit #2 exited a double parked vehicle southbound on Mascher St and walked into the path of Unit #1, who was southbound on Mascher St when it struck Unit #2. Unit #1 fled the scene. Medic 29 transported Unit #2 to AEMC where he was pronounced dead at 02:33 hrs. by Dr. Sabalik.",Yes,Auto,Pedestrian,No,Active Investigation,202335025408,-75.12417727,40.03573350,02:09:00,40.03573349996335,-75.12417726735883
48454,2023,12,022915,2023-04-13 04:00:00+00,7000 Cobbs Creek Pkwy,,58,F,"Unit #1 was westbound on Cobbs Creek Pkwy when it struck Unit #2, who was in the road panhandling. Unit #1 fled the scene. PFD Medic 19 transported Unit #2 to Lanenau Hospital wher she was pronounced dead by Dr. Ching at 14:49 hrs. on 4/23/2023.",Yes,Auto,Pedestrian,No,Active Investigation,202312022915,-75.24551580,39.92410606,10:46:00,39.92410605815016,-75.24551579456264
48455,2023,22,025156,2023-05-04 04:00:00+00,2600 N. Broad St.,,35,M,Unit #1 was traveling south on the 2600 block of Broad St. when it struck Unit #2 who was standing/walking in the southbound lanes of Broad St. Unit #1 fled the scene and located several hours later. Unit #2 was pronounced dead on scene by PFD Medic 31.,Yes,Auto,Pedestrian,No,Active Investigation,202322025156,-75.15495185,39.99236214,22:02:00,39.992362143249814,-75.15495185253731
48456,2023,06,019990,2023-05-06 04:00:00+00,600 N. 7th St.,,25,M,"Unit #1 was traveling north on the 600 block of 7th St at a high rate of speed when it struck a utility pole and then an apartment building. The operator was extracted by witnesses. He was transoprted to Jefferson Hospital by Medic 1, where he was pronounced dead by Dr. Torres.",No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202306019990,-75.14957194,39.96313866,03:09:00,39.96313865824908,-75.14957193649862
48457,2023,02,020453,2023-05-07 04:00:00+00,Van Kirk Street,Loretto Avenue,33,M,Unit #1 (stolen) was southbound on Van Kirk St when it disregarded the stop sign at Loretto Ave striking Unit #2. Unit #2 (E-Bicycle) was eastbound on Loretto Ave when it disregarded the stop sign at Van Kirk St and was struck by Unit #1. Unit #1 fled the scene. PFD Medic 42 pronounced Unit #2 dead on scene.,Yes,Auto,E-Bicycle,Pending,Active Investigation,202302020453,-75.08478967,40.03405809,21:08:00,40.03405808622753,-75.08478967298119
48458,2023,06,020556,2023-05-09 04:00:00+00,1348 Arch Street,,38,F,Unit #1 was westbound on the 1300 block of Market St when it struck Unit #2 and her 3 children. Unit #1 fled the scene. Unit #1 was pronounced dead. Eight yro is in critical condition. Eleven yro suffered a broken leg. Ten yro suffered minor injuries. Unit #1 located & arrested,Yes,Auto,Pedestrian,Yes,"Charges: Involuntary Manslaughter, Homicide by Vehicle, Agg. Assault,Accident Involving Death, Simple Assault, REAP",202306020556,-75.16107283,39.95414409,22:01:00,39.95414408506061,-75.16107282720702
48459,2023,08,016193,2023-05-11 04:00:00+00,8901 Frankford Ave.,Placid St.,60,M,Unit #1 was traveling south on Frankford Ave. with a green traffic signal at Placid St. when Unit #2 (Wheelchair bound) rolled into the road way against a red traffic signal. Unit #1 struck Unit #2. Unit #1 cooperated with police. Unit #2 was pronounced dead at Jefferson Torresdale Hospital.,No,Auto,Pedestrian,No,Active Investigation,202308016193,-75.01015162,40.05061735,20:59:00,40.050617349931066,-75.01015162017772
48460,2023,22,027895,2023-05-18 04:00:00+00,Cecil B. Moore Ave.,Broad Street,52,F,Unit #1 was stopped for a red traffic signal westbound on Cecil B Moore at Broad. Unit #1 proceeded west when the signal turned green. Unit #2 was walking across Cecil B Moore southbound at Broad St. and was struck by Unit #1. Unit #2 was transported to Temple Hospital where she was pronounced dead at 09:18 hrs.,No,Auto,Pedestrian,No,Active Investigation,202322027895,-75.15791777,39.97871707,08:55:00,39.978717071391905,-75.15791777115058
48461,2023,17,013728,2023-05-22 04:00:00+00,3605 Grays Ferry Ave.,,32,M,Unit #1 was traveling westbound on Grays Ferry Ave and made a right turn into a Waste Management lot when it struck Unit #2 with the rear trailer. Unit #2 was traveling west on Grays Ferry Ave in the bike lane when it was struck by Unit #1. Unit #2 was pronounced dead on scene by PFD Medics.,No,Auto,E-Scooter,No,Active Investigation,202317013728,-75.20236105,39.94134897,07:51:00,39.94134897295225,-75.20236104693187
48462,2023,16,017579,2023-05-25 04:00:00+00,5129 Market St.,Paxon St.,29,M,"Unit #2 was eastbound on Market St making a left turn onto Paxon St when it was struck by Unit #1, who was traveling westbound on Market St. Unit #1 was pronounced dead at Penn Presbyterian Hospital by Dr. Blank at 22:06 hrs.",No,Motorcycle,Auto,No ,Active Investigation,202316017579,-75.22298915,39.96001670,21:08:00,39.960016701357475,-75.22298915013607
48463,2023,24,038845,2023-05-26 04:00:00+00,2700 N. Tulip St.,,53,M,Male was discovered on the 2700 block of Tulip St. Medic 46 Transported to Temple Hospital. Police were never dispatched. Male was pronounced dead at Temple Hospital on 5/31/2023. M.E. notified CID on 6/2/2023 that the male dies from being struck by a vehicle. Male was a Jon Doe until 6/9/2023.,Yes,Auto,Pedestrian,No,Active Investigation,202324038845,-75.11909503,39.98353003,15:33:00,39.983530025191406,-75.11909503308539
48464,2023,19,030931,2023-05-27 04:00:00+00,N. 63rd St.,Market St.,56,M,Unit #1 was northbound on 63rd St crossing Market St when it struck Unit #2. Unit #2 was traveling south on 63rd St turning left onto Market St when struck by Unit #1. Unit #1 remained on location. Unit #2 died at Penn Presbyterian Hospital from injuries.,No,Auto,Bicycle,No,Active Investigation,202319030931,-75.24672859,39.96275834,06:55:00,39.96275833656657,-75.24672858999585
48465,2023,25,031861,2023-05-28 04:00:00+00,Broad St.,Erie Ave.,44,M,"Unit #1 was traveling north on Broad St crossing Erie Ave with a green traffic signal when it truck Unit #2, who was crossing Broad St eastbound at Erie Ave, disregarding a red traffic signal. Unit #1 fled the scene. Unit #2 was pronounced dead at Temple University Hospital.",Yes,Auto,Pedestrian,No,Active Investigation,202325031861,-75.15053545,40.00995982,01:29:00,40.00995982164197,-75.15053544885716
48466,2023,15,040359,2023-05-30 04:00:00+00,Harbison Ave.,Benner St.,31,M,Unit #1 was westbound on Benner St. when it disregarded a red traffic signal at Harbison Ave. striking Unit #2. Unit #2 was southbound on Harbison Ave crossing Benner St when struck. The operator of Unit #1 was pronounced dead at the scene. Operator of Unit #2 transported to the hospital in stabel condition with two (2) broken legs.,No,Auto,Auto,No,The deceased was the cause of the crash.,202315040359,-75.06271604,40.02517680,09:16:00,40.02517679595414,-75.06271603943978
48467,2023,15,042642,2023-06-07 04:00:00+00,Aramingo Ave.,Wakeling St.,22,M,"Unit 1 was southbound on Aramingo Ave when it struck Unit 2, who was north on Aramingo Ave turning left onto Wakeling St. Unit 1 was pronounced dead at the scene by PFD Medic 32.",No,Motorcycle,Auto,No,Active Investigation,202315042642,-75.07151038,40.00980415,06:22:00,40.00980414972748,-75.07151038163573
48468,2023,39,031457,2023-06-10 04:00:00+00,5900 Lincoln Dr.,,56,M,Unit #1 was traveling north on the 5900 block of Lincoln Dr when a tree fell on it. The operator of Unit #1 was transported to AEMC where he was pronounced dead by Dr. Strain at 23:03 hrs. The passenger of Unit #1 was listed in stable condition at AEMC.,No,Auto,Tree,No,Fallen Tree- storm related,202339031457,-75.18797572,40.02987992,22:03:00,40.029879916597295,-75.18797572135495
48469,2023,35,039678,2023-06-19 04:00:00+00,5100  Ogontz Ave.,,17,F,Units #1 & 2 were southbound on the 5100 block of Ogontz Ave. Unit #1 attempted to pass Unit #2 on the shoulder and made contact with Unit #2. Unit #1 then struck Unit #3 and a utility pole. The operator of Unit #1 was pronounced dead at AEMC on 6/20/2023 at 14:00hrs.,No,Auto,Auto,No,Active Investigation,202335039678,-75.15237247,40.03139631,22:37:00,40.03139631212714,-75.15237247354689
48470,2023,24,042134,2023-06-21 04:00:00+00,Luzerne St.,Claridge St.,55,M,"Unit #2 was southbound on Claridge making a right turn to westbound on Luzerne when it was struck by Unit #1, who was westbound on Luzerne. Unit #1 operator was pronounced dead at Temple Hospital at 19:00hrs. Unit #2 fled the scene and arrested later that day. ",Yes,Motorcycle,Auto,Yes,"Charges: Homicide by Vehicle, Accident Involving Death, REAP",202324042134,-75.10400206,40.00807150,17:17:00,40.00807150293047,-75.10400205824585
48471,2023,16,021401,2023-06-25 04:00:00+00,Girard Ave.,41st St.,75,F,Unit #1 was eastbound on Girard crossing 41st with a green traffic signal when it struck Unit #2. Unit #2 attempted to cross Girard northbound against a red traffic signal when struck by Unit #1. Unit #2 was pronounced dead at Presbyterian Hospital. ,No,Auto,Pedestrian,No,Active Investigation,202316021401,-75.20643668,39.97388884,12:43:00,39.97388884039036,-75.2064366774986
48472,2023,26,026828,2023-06-25 04:00:00+00,1700 N. 2nd St.,,54,M,Unit #1 was southbound on the 1700 block of N. 2nd St. on a white dirt bike when he lost control and struck a utility pole. Unit #1 operator was pronounced dead at Temple Hospital at 20:45hrs. The dirt bike was taken from the scene prior to police arrival. ,No,Motorcycle,Fixed Object,No,The deceased was the cause of the crash.,202326026828,-75.13831319,39.97630423,20:13:00,39.97630423292633,-75.13831318512875
48473,2023,39,033083,2023-06-18 04:00:00+00,Broad St. ,Erie Ave.,52,M,"Unit #1 was north on Broad St at a high rate of speed when he lost control entering the southbound lanes striking Unit #2, then mounting the sidewald striking Units #3 & 4. Unit #3 was admitted at Temple Hospital and died from his injuries on 6/28/2023.",No,Auto,Pedestrian,No,Active Investigation,202339033083,-75.15124869,40.00928831,23:08:00,40.00928830886112,-75.15124868850394
48474,2023,25,027618,2023-05-08 04:00:00+00,4300 N. Front St.,,37,M,Unit #1 was reported to be a white pick-up truck that struck a utility pole on the 4300 block of N. Front St. The operator was transported to Temple Hospital where he was pronounced dead on 6/4/2023. CID was notified on 6/27/2023.,No,Auto,Fixed Object,No,Active Investigation,202325027618,-75.12563674,40.01562601,16:30:00,40.015626007449875,-75.1256367362548
48475,2023,15,050098,2023-07-03 04:00:00+00,7709 N. Roosevelt Blvd.,,30,M,Unit #1 was traveling norh on the 7700 block of Roosevelt Blvd at a high rate of speed when he lost control striking a light pole and a tree. The operator of Unit #1 was pronounced dead on the scene by Medic 38,No,Auto,Fixed Object,No,The deceased was the cause of the crash.,202315050098,-75.05008251,40.05198807,00:50:00,40.051988073178975,-75.05008250756934
48555,2024,08,006273,2024-02-25 05:00:00+00,12600 Knights Road,,22,M,"Unit #1 travelling southbound on Knights Road at a high rate of speed, lost control and struck a tree. The operator was transported to Jefferson Torresdale Hospital and pronounced dead at 2:38am.",No,Auto,Tree,No,The deceased was the cause of the crash.,202408006273,-74.96130226,40.09410929,02:30:00,40.09410929030635,-74.96130226256611
48476,2023,15,050843,2023-07-05 04:00:00+00,Roosevelt Blvd.,Ryan Ave.,28,M,"Unit #1 (Motorcycle) was travelling N/B on Roosevelt Blvd. in the center drive when the operator disregarded a red signal, striking Unit #2 who was E/B on Ryan Ave. The operator of Unit #1 was transported to Jefferson-Torresdale Hospital. He was pronounced dead at 5:05pm.",No,Motorcycle,Auto,No,Active Investigation,202315050843,-75.04951186,40.05433359,16:40:00,40.054333587267834,-75.049511857941
48477,2023,18,036935,2023-07-08 04:00:00+00,Chestnut St.,52nd St.,30,M,Unit #1 (Motoccycle) was travelling E/B on Chestnut St when the operator disregarded a red signal and struck Unit #2 who was S/B on 52nd St. The operator of the motorcycle was pronounced dead on location at 1:52am.,No,Motorcycle,Auto,No,Active Investigation,202318036935,-75.22518919,39.95848594,01:44:00,39.95848593990565,-75.22518918847601
